SALIDA,FECHA,ÉPOCA,MUNICIPIO,CUERPO DE AGUA,Estacion,Latitud,Longitud,Altitud,UHM,Area,Cobertura,Profundidad,Velocidad,Sustrato,Temperatura,Ox_disuelto,pH,Conductividad,Turbidez,Solidos disueltos,Familia,Individuos
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Chironomidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Unionidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Glossiphoniidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Planariidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Tubificidae,12
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Chironomidae,20
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Simuliidae,5
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Tipulidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Hydrophilidae,9
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Riffle,263,"CN, GB, SC, R, RL",39.71,0.19,"Megalithal, Mesolithal, Akal",11.4,7.82,7.22,81.4,5.41,81,Leptoceridae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Unionidae,8
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Hyalellidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Glossiphoniidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Planariidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Tubificidae,12
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Chironomidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Simuliidae,5
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Tipulidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Rapid,86,"CN, GB, SC, R",23.57,0.42,"Macrolithal, Megalithal, Mesolithal, Akal",10.96,7.87,7.13,80.26,5.52,80.66,Leptoceridae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Riffle,87,"CN, GB, SC, R",35.93,0.19,"Akal, Macrolithal, Megalithal, Microlithal, Mesolithal",12.05,7.73,7.25,77.35,8.99,77,Hyalellidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Riffle,87,"CN, GB, SC, R",35.93,0.19,"Akal, Macrolithal, Megalithal, Microlithal, Mesolithal",12.05,7.73,7.25,77.35,8.99,77,Tubificidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Riffle,87,"CN, GB, SC, R",35.93,0.19,"Akal, Macrolithal, Megalithal, Microlithal, Mesolithal",12.05,7.73,7.25,77.35,8.99,77,Chironomidae,5
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Riffle,87,"CN, GB, SC, R",35.93,0.19,"Akal, Macrolithal, Megalithal, Microlithal, Mesolithal",12.05,7.73,7.25,77.35,8.99,77,Tipulidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Unionidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Hyalellidae,15
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Tubificidae,11
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Chironomidae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Tipulidae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Hydroptilidae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Rapid,51,"CN, GB, SC, RL, R",32.35,0.35,"Megalithal, Macrolithal",12.05,7.72,7.41,77.33,9.18,77,Leptoceridae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Pool,17,"CN, GB, SC",28.6,0.08,"Akal, Microlithal, Macrolithal",12.03,7.69,7.23,77.63,9.38,78,Hyalellidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E3,"5°9'03"" N"," 73°58'56,4"" W",2989,Pool,17,"CN, GB, SC",28.6,0.08,"Akal, Microlithal, Macrolithal",12.03,7.69,7.23,77.63,9.38,78,Tipulidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Unionidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Tubificidae,24
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Chironomidae,9
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Simuliidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Glossiphoniidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Planariidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,135.22,"CN, GB, SC, R, VE",62.03,0.3,"Megalithal, Mesolithal, Macrolithal, Microlithal",15.33,7.38,7.12,67.5,3.7,67,Gerridae,5
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Unionidae,6
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Tubificidae,17
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Chironomidae,14
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Ancylidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Baetidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Physidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Leptoceridae,5
11,08/05/19,Lluvia,Cogua,Río Neusa,E5,"5°5'0,84"" N","73°56'5,05"" W",2595,Glide,27,"GB, SC, R, RL",41.14,0.09,"Akal, Microlithal, Mesolithal, Megalithal",14.81,7.63,7.13,67.23,4.1,67,Glossiphoniidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,NA,NA,NA,NA,NA,15.9,7.2,7.15,67.37,12.79,67,Planariidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,NA,NA,NA,NA,NA,15.9,7.2,7.15,67.37,12.79,67,Gerridae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,NA,NA,NA,NA,NA,15.9,7.2,7.15,67.37,12.79,67,Notonectidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,NA,NA,NA,NA,NA,15.9,7.2,7.15,67.37,12.79,67,Corixidae,12
