SALIDA,FECHA,ÉPOCA,MUNICIPIO,CUERPO DE AGUA,Estacion,Latitud,Longitud,Altitud,UHM,Area,Cobertura,Profundidad,Velocidad,Sustrato,Temperatura,Ox_disuelto,pH,Conductividad,Turbidez,Solidos disueltos,Familia,Individuos
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,85.16,"CN, GB, R, RL",52.55,0.28,"Megalithal, Macrolithal, Akal",8.85,8.43,7.21,72.63,5.96,74.66,Planariidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,85.16,"CN, GB, R, RL",52.55,0.28,"Megalithal, Macrolithal, Akal",8.85,8.43,7.21,72.63,5.96,74.66,Tipulidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,85.16,"CN, GB, R, RL",52.55,0.28,"Megalithal, Macrolithal, Akal",8.85,8.43,7.21,72.63,5.96,74.66,Lumbricidae,9
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,19.18,"CN, GB, SC, R, RL",40.98,0,"Akal, Megalithal, Pelal, Macrolithal",8.86,8.38,7.16,72.6,6.06,74.5,Chironomidae,6
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,19.18,"CN, GB, SC, R, RL",40.98,0,"Akal, Megalithal, Pelal, Macrolithal",8.86,8.38,7.16,72.6,6.06,74.5,Simuliidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,19.18,"CN, GB, SC, R, RL",40.98,0,"Akal, Megalithal, Pelal, Macrolithal",8.86,8.38,7.16,72.6,6.06,74.5,Tipulidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,19.18,"CN, GB, SC, R, RL",40.98,0,"Akal, Megalithal, Pelal, Macrolithal",8.86,8.38,7.16,72.6,6.06,74.5,Lumbricidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,19.76,"CN, GB, SC, R, RL",85.29,0.16,"Megalithal, Mesolithal, Microlithal, Akal",13.8,7.82,7.26,70.27,2.55,67,Leptoceridae,1
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Boulder step,19.76,"CN, GB, SC, R, RL",85.29,0.16,"Megalithal, Mesolithal, Microlithal, Akal",13.8,7.82,7.26,70.27,2.55,67,Chironomidae,6
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Glossiphoniidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Leptoceridae,1
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Baetidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Chironomidae,21
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Simuliidae,8
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Planariidae,3
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Unionidae,7
8,08/08/18,Seca,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'04,15"" W",2887,Riffle,82.75,"CN, GB, R, VE, SC, VS",50.37,0.23,"Macrolithal, Megalithal, Microlithal, Mesolithal, Sapropel, Akal",13.36,7.71,7.25,66.28,2.65,66.83,Lumbricidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Ptilodactylidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Baetidae,2
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Chironomidae,3
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Simuliidae,10
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Unionidae,1
8,08/08/18,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Boulder step,20.75,"CN, GB, SC, R",60.28,0.31,"Megalithal, Sapropel",13.4,7.8,7.3,64.17,7.37,64,Lumbricidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E1,"5°10'55,19"" N","74°1'14,19"" W",3176,Pool,38,"CN, GB, SC, R, RL",46.37,0.05,"Megalitha, Microlithal, Akal",9.6,7.95,6.73,65.8,35.69,65.67,Unionidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E1,"5°10'55,19"" N","74°1'14,19"" W",3176,Pool,38,"CN, GB, SC, R, RL",46.37,0.05,"Megalitha, Microlithal, Akal",9.6,7.95,6.73,65.8,35.69,65.67,Lumbricidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E1,"5°10'55,19"" N","74°1'14,19"" W",3176,Pool,38,"CN, GB, SC, R, RL",46.37,0.05,"Megalitha, Microlithal, Akal",9.6,7.95,6.73,65.8,35.69,65.67,Tipulidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,363,"CN, GB, R, SC, VE",45.57,0.22,"Megalithal, Macrolithal, Akal",11.4,7.94,7.2,69.6,8.11,68.9,Lumbricidae,4
9,17/10/2018,Lluvia,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,63,"CN, GB, SC,R",37.35,0.08,"Megalithal, Microlithal, Mesolithal, Sapropel, Pelal, Akal",11.33,7.95,7.12,69.43,8.55,70,Unionidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,63,"CN, GB, SC,R",37.35,0.08,"Megalithal, Microlithal, Mesolithal, Sapropel, Pelal, Akal",11.33,7.95,7.12,69.43,8.55,70,Tipulidae,1
9,17/10/2018,Lluvia,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,133.7,"CN, SC, R, RL",75.97,0.88,"Detritus, Macrolithal, Megalithal, Microlithal, Xylal, Akal",14.2,7.75,7.23,64.23,8.27,64.33,Lumbricidae,2
9,17/10/2018,Lluvia,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Pool,22.03,"CN, SC, VE, RL",47.85,0.09,"Mesolithal, Sapropel, Psammal, Akal",14.2,7.72,7.3,64.57,9.65,64.67,Chironomidae,14
9,17/10/2018,Lluvia,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Pool,22.03,"CN, SC, VE, RL",47.85,0.09,"Mesolithal, Sapropel, Psammal, Akal",14.2,7.72,7.3,64.57,9.65,64.67,Simuliidae,38
9,17/10/2018,Lluvia,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Pool,22.03,"CN, SC, VE, RL",47.85,0.09,"Mesolithal, Sapropel, Psammal, Akal",14.2,7.72,7.3,64.57,9.65,64.67,Tipulidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,150,"CN, GB, SC, R, RL",37.15,0.06,"Megalithal, Mesolithal, Microlithal, Sapropel",12.63,7.89,7.12,103.62,13.51,102.5,Unionidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,150,"CN, GB, SC, R, RL",37.15,0.06,"Megalithal, Mesolithal, Microlithal, Sapropel",12.63,7.89,7.12,103.62,13.51,102.5,Tubificidae,12
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,150,"CN, GB, SC, R, RL",37.15,0.06,"Megalithal, Mesolithal, Microlithal, Sapropel",12.63,7.89,7.12,103.62,13.51,102.5,Chironomidae,14
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,150,"CN, GB, SC, R, RL",37.15,0.06,"Megalithal, Mesolithal, Microlithal, Sapropel",12.63,7.89,7.12,103.62,13.51,102.5,Glossiphoniidae,4
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Pool,150,"CN, GB, SC, R, RL",37.15,0.06,"Megalithal, Mesolithal, Microlithal, Sapropel",12.63,7.89,7.12,103.62,13.51,102.5,Ceratopogonidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Unionidae,6
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Tubificidae,15
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Chironomidae,50
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Glossiphoniidae,4
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Hyalellidae,4
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Leptoceridae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Tipulidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E2,"5°9'36,72"" N","75°59'36,74"" W",3060,Riffle,186,"CN, GB, SC, R, RL, VE",20.39,0.17,"Megalithal, Macrolithal, Mesolithal, Microlithal, Akal",12.63,7.77,7.25,101.16,7.94,100.33,Ceratopogonidae,5
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Tipulidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Tubificidae,17
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Simuliidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Empididae,13
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Planariidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Riffle,108,"GB, SC",30.94,0.21,"Mesolithal, Megalithal, Akal, Pelal",12.57,7.82,7.29,92.98,3.73,91.13,Hydrophilidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Rapid,25,"GB, SC, R",22,0.29,"Magalithal, Mesolithal, Akal",12.47,7.92,7.21,94.17,7.89,94,Tubificidae,9
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Rapid,25,"GB, SC, R",22,0.29,"Magalithal, Mesolithal, Akal",12.47,7.92,7.21,94.17,7.89,94,Simuliidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Rapid,25,"GB, SC, R",22,0.29,"Magalithal, Mesolithal, Akal",12.47,7.92,7.21,94.17,7.89,94,Empididae,18
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Rapid,25,"GB, SC, R",22,0.29,"Magalithal, Mesolithal, Akal",12.47,7.92,7.21,94.17,7.89,94,Chironomidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Tipulidae,5
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Tubificidae,7
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Glossiphoniidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Simuliidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Empididae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,52,"GB, SC, RL",21.21,0.08,"Megaalithal, Mesolithal, Sapropel",12.84,7.72,7.39,92.5,1.35,90.33,Unionidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Baetidae,19
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Simuliidae,20
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Empididae,10
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Leptoceridae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Glossiphoniidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Corixidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Chironomidae,7
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Unionidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,108,"CN, SC, R, VS, RL",58.11,0.61,"Megalithal, Mesolithal, Microlithal, Detritus",14.83,7.64,7.15,67.13,3.85,67,Hyalellidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Tubificidae,8
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Planariidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Hydrophilidae,2
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Leptoceridae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Glossiphoniidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Chironomidae,3
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Unionidae,4
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Gyrinidae,1
10,26/02/2019,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,500,"CN, SC, R, VE, VS, RL",53.25,0.23,"Megalithal, Akal, Detritus, Mesolithal",15.83,7.32,7.21,68.37,15.51,68,Gerridae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Rapid,12,"CN, GB, SC, R, RL",24,0.58,"Macrolithal, Megalitha, Mesolithal",10.7,7.69,6.99,74.26,1.72,74.33,Chironomidae,11
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Rapid,12,"CN, GB, SC, R, RL",24,0.58,"Macrolithal, Megalitha, Mesolithal",10.7,7.69,6.99,74.26,1.72,74.33,Simuliidae,29
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Rapid,12,"CN, GB, SC, R, RL",24,0.58,"Macrolithal, Megalitha, Mesolithal",10.7,7.69,6.99,74.26,1.72,74.33,Hydrophilidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Rapid,12,"CN, GB, SC, R, RL",24,0.58,"Macrolithal, Megalitha, Mesolithal",10.7,7.69,6.99,74.26,1.72,74.33,Leptoceridae,7
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Riffle,9,"CN, GB, SC, R, RL",22,0.27,"Mesolithal, Microlithal, Akal",10.8,7.61,6.81,75.63,4.97,75.35,Simuliidae,42
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Riffle,9,"CN, GB, SC, R, RL",22,0.27,"Mesolithal, Microlithal, Akal",10.8,7.61,6.81,75.63,4.97,75.35,Hydrophilidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Unionidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Chironomidae,17
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Simuliidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Tipulidae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Hydrophilidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Leptoceridae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Tubificidae,10
11,08/05/19,Lluvia,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,41,"CN, GB, SC, R, RL",47.33,0.17,"Microlithal, Akal, Sapropel",10.8,7.66,6.83,74.1,1.55,74,Lumbricidae,2
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Unionidae,31
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Hyalellidae,4
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Glossiphoniidae,3
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Planariidae,1
11,08/05/19,Lluvia,Cogua,Río Neusa,E2,"5°9'36,35"" N","73°59'33,49"" W",3055,Pool,144,"CN, GB, SC, R, RL",56.88,0.09,"Megalithal, Mesolithal",10.96,7.91,6.95,81.5,5.79,81.66,Tubificidae,18
